Date,Biochemical Oxygen Demand,Conductivity,Temperature,Turbidity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Nitrate,pH,Rainfall,Total Coliform,WQI
19-03-2020,0.244805824,78.67472099,18.02798195,2.168624387,8.809575351,2.001880587,2.002809538,0.001905996,7.202049598,0.8,2.003738489,23.1295571
20-03-2020,0.140661558,78,17.40381267,1.752536222,8.8,1.960256956,1.94038335,0,7.2,2,1.920509745,19.53844409
21-03-2020,0.229020851,78,17.93410769,2.106071179,8.8,1.995607488,1.993411001,0,7.2,0,1.991214514,20.80917353
22-03-2020,0.257966748,80.51631696,18.10736527,2.221561413,8.835914975,2.007165401,2.010742314,0.007178365,7.207251634,24.9,2.014319228,20.94287418
23-03-2020,0.314254697,88.39880751,18.4441182,2.446028802,8.948449395,2.02963288,2.04443057,0.029674879,7.229912251,0,2.05922826,23.30414328
24-03-2020,0.214837487,78,17.84608351,2.047284704,8.8,1.989791054,1.984647466,0,7.2,0,1.979503878,25.00551347
25-03-2020,0.200859333,78,17.76012695,1.989906296,8.8,1.984097631,1.97607957,0,7.2,4.1,1.96806151,25.68235408
26-03-2020,0.21687103,78,17.85355389,2.052097194,8.8,1.99037296,1.985457414,0,7.2,0,1.980541869,23.50903883
27-03-2020,0.288545511,84.82065627,18.28040273,2.336549679,8.896628454,2.018886252,2.028184825,0.019210049,7.221040081,3,2.037483399,23.82618519
28-03-2020,0.260170895,80.85659202,18.10640312,2.220416896,8.839719567,2.007352801,2.010834757,0.007788358,7.210250028,23.9,2.014316713,20.32800206
29-03-2020,0.218344392,78,17.85113944,2.050088462,8.8,1.990411546,1.985365632,0,7.2,0,1.980319718,21.9303097
30-03-2020,0.271735639,82.49612184,18.16663079,2.260243821,8.862459234,2.011530404,2.016979343,0.012238836,7.216242737,0,2.022428281,21.97115504
31-03-2020,0.252306445,79.78811233,18.04464945,2.17873122,8.823370796,2.003494169,2.004853099,0.004363636,7.209277673,0,2.006212029,22.13191044
01-04-2020,0.297405144,86.11523296,18.30928703,2.354945116,8.913314805,2.021242253,2.031396041,0.02228909,7.228205593,4.1,2.041549829,23.1360717
02-04-2020,0.215530141,78,17.81153573,2.022880376,8.8,1.988174104,1.981707364,0,7.2,0,1.975240625,22.19902334
03-04-2020,0.236048674,78,17.9276009,2.100007298,8.8,1.996036712,1.993407579,0,7.205684292,0.5,1.990778446,20.18543252
04-04-2020,0.23476391,78,17.91230363,2.089540016,8.8,1.995151445,1.991978765,0,7.206302634,0,1.988806086,24.19955393
05-04-2020,0.183269083,78,17.59520558,1.877853048,8.8,1.974155707,1.960377059,0,7.2,0,1.946598411,21.25430907
06-04-2020,0.273463718,82.84817537,18.1277063,2.232546185,8.863817818,2.009809427,2.013742385,0.011986159,7.224288583,0,2.017675344,23.8113129
07-04-2020,0.274060047,82.95222029,18.12208176,2.228470158,8.86461888,2.009597623,2.013302305,0.012048472,7.22590015,0,2.017006987,26.53874677
08-04-2020,0.263748545,81.53035893,18.05047752,2.180388782,8.843581611,2.004996618,2.006271339,0.007737453,7.223228065,0,2.007546061,22.15775103
09-04-2020,0.254384377,80.242308,17.98402747,2.135724741,8.824416466,2.000748619,1.999762838,0.003795221,7.221013964,0,1.998777057,19.79840893
10-04-2020,0.198100555,78,17.63553272,1.903012217,8.8,1.977706979,1.96505687,0,7.200110598,0.42597186,1.952406762,22.74803478
11-04-2020,0.250725864,79.7795046,17.93996917,2.105568598,8.816158706,1.998203371,1.995650987,0.001908486,7.222849003,0,1.993098603,25.16823432
12-04-2020,0.257644266,80.77452218,17.96964396,2.124932087,8.829491867,2.000391541,1.998775854,0.004449207,7.227382264,0,1.997160167,26.51500064
13-04-2020,0.237819918,78.02670917,17.83834553,2.036961774,8.8,1.991857326,1.985810271,0,7.221295521,0,1.979763216,21.78980722
14-04-2020,0.27315428,83.00226166,18.0374863,2.169266065,8.859438799,2.005361487,2.00589543,0.01017032,7.237348811,0,2.006429373,24.59135371
15-04-2020,0.304835913,87.46756976,18.21420144,2.286601884,8.92223293,2.017379636,2.023744799,0.022586862,7.252016991,0,2.030109962,23.4512203
16-04-2020,0.382486478,98.36965722,18.6662249,2.587458658,9.076943425,2.047760631,2.069131718,0.053381302,7.285148132,4.1,2.090502806,24.5409379
17-04-2020,0.300577844,86.93457655,18.160392,2.249726755,8.912514196,2.014293422,2.018739666,0.020342466,7.25453037,0,2.023185911,28.06121595
18-04-2020,0.308525115,88.08043253,18.19319761,2.271069572,8.92777563,2.016744257,2.022218073,0.023236476,7.259929109,6.1,2.027691889,22.12290587
19-04-2020,0.295849686,86.34021084,18.10177452,2.209575794,8.901770708,2.010921911,2.013280159,0.017871976,7.257152251,3,2.015638408,24.65317605
20-04-2020,0.207682389,78,17.55691228,1.845771944,8.8,1.97487894,1.959004819,0,7.224251448,0,1.943130698,24.43646322
21-04-2020,0.306467606,87.89865625,18.13328188,2.22943885,8.921636329,2.013593327,2.016859089,0.021502545,7.266203752,7.1,2.020124851,26.04431036
22-04-2020,0.315099307,89.14467113,18.16825197,2.252155787,8.93818398,2.016222895,2.02057977,0.024633138,7.272166028,5.1,2.024936645,24.71624299
23-04-2020,0.439665271,106.6225406,18.89835423,2.738277379,9.186580014,2.065203002,2.093819963,0.074128371,7.324572646,0,2.122436924,25.90022939
24-04-2020,0.311420051,88.70789052,18.11112108,2.212825431,8.929333752,2.013035718,2.015332843,0.022490163,7.27592466,0.8,2.017629967,24.08803
25-04-2020,0.340768622,92.85740549,18.26898765,2.317423536,8.987255367,2.023883292,2.031361851,0.033880605,7.290383275,0,2.038840411,25.30010344
26-04-2020,0.328725663,91.2131288,18.17804741,2.256134211,8.962374451,2.018151859,2.022516265,0.028705671,7.288353559,8.9,2.02688067,24.38342659
27-04-2020,0.276912776,84.00207204,17.8480355,2.03544774,8.857934439,1.99649033,1.989769523,0.007614109,7.270483325,7.1,1.983048715,25.50256831
28-04-2020,0.397487225,100.9262398,18.55190119,2.503997169,9.098250104,2.043761891,2.060416477,0.055468934,7.321634633,14,2.077071064,24.91030807
29-04-2020,0.383054643,98.95040746,18.44528406,2.432209096,9.068532954,2.037009076,2.05002101,0.049312508,7.318848871,0,2.063032944,25.95890589
30-04-2020,0.39023248,100.001005,18.46789476,2.446557493,9.082018147,2.038879156,2.052554105,0.051791926,7.324772133,0,2.066229054,25.46990109
01-05-2020,0.310543839,88.89125309,17.96887796,2.113139024,8.921752143,2.00598167,2.00293015,0.019516545,7.296012756,0,1.999878631,26.68299737
02-05-2020,0.431593113,105.8857531,18.67386621,2.58237561,9.162943994,2.053358677,2.073712318,0.067528241,7.347611575,0.854852771,2.094065959,25.8227895
03-05-2020,0.296907276,87.07826712,17.84402766,2.028379574,8.892647914,1.998421276,1.99101734,0.013237923,7.296978435,6.1,1.983613404,22.47971436
04-05-2020,0.401993716,101.8398153,18.45241309,2.433184996,9.101878956,2.039372738,2.052150208,0.054848672,7.342315334,5.1,2.064927678,27.65329688
05-05-2020,0.487927603,113.9209065,18.94548007,2.761097152,9.272787735,2.07264345,2.101756591,0.088790679,7.380051358,0.5,2.130869732,25.08230051
06-05-2020,0.334733187,92.52492117,18.00338078,2.132217739,8.96542304,2.010243441,2.007851619,0.027073774,7.322195214,0,2.005459798,24.52905616
07-05-2020,0.361899785,96.38034831,18.14305791,2.224508794,9.018763792,2.019968769,2.022129472,0.037493814,7.336541613,2,2.024290176,24.84929796
08-05-2020,0.401249631,101.9422852,18.35545179,2.365264102,9.096454752,2.034548665,2.043684089,0.052779823,7.355818417,0,2.052819512,28.03656585
09-05-2020,0.377241601,98.63495868,18.18732269,2.252324098,9.047413971,2.023767025,2.027191403,0.042715486,7.34980813,0,2.030615781,22.81823972
10-05-2020,0.331124639,92.23320532,17.88617141,2.050689577,8.954139643,2.004123775,1.997401402,0.02380052,7.335009264,0.5,1.990679029,30.25494945
11-05-2020,0.418420644,104.5100745,18.38513659,2.382453214,9.127675873,2.037828029,2.047627852,0.058243821,7.373629497,1,2.057427674,27.85372629
12-05-2020,0.368302375,97.54973617,18.05926214,2.164311208,9.02636849,2.016549251,2.015375045,0.037714633,7.357336837,0,2.014200839,26.36453944
13-05-2020,0.451610724,109.2698985,18.53360086,2.479632364,9.191899597,2.048624162,2.063148164,0.070549457,7.394466527,0,2.077672167,26.56527608
14-05-2020,0.388559979,100.5005449,18.12944604,2.209279141,9.064698092,2.022138847,2.023076437,0.044834152,7.373103156,0,2.024014028,26.70031851
15-05-2020,0.518712589,118.7804013,18.88418005,2.711506717,9.3238892,2.072918661,2.098897998,0.096393845,7.429070559,0,2.124877335,27.87761192
16-05-2020,0.408820492,103.4547216,18.19832226,2.253328288,9.102977125,2.027664759,2.030664682,0.05192946,7.389068354,0,2.033664605,27.46888503
17-05-2020,0.438727974,107.701688,18.35094623,2.354126509,9.161650773,2.038315238,2.04628374,0.063378861,7.405033084,0.450041626,2.054252242,27.59090164
18-05-2020,0.502433379,116.6810513,18.70604999,2.589900341,9.287907171,2.062469827,2.08215487,0.088341538,7.434562901,1.447203708,2.101839913,27.38746059
19-05-2020,0.407217293,103.4120754,18.1073251,2.189777772,9.096307834,2.023041153,2.02264712,0.049729879,7.400568839,2.518301811,2.022253086,26.3947398
20-05-2020,0.487210944,114.6731142,18.55956704,2.490289421,9.255115563,2.053682104,2.06823993,0.081196531,7.436702178,3.565429405,2.082797756,27.04480772
21-05-2020,0.548344874,123.294425,18.89836728,2.715163221,9.376191791,2.0767653,2.102492339,0.105113869,7.465333908,4.490679964,2.128219378,27.31013171
22-05-2020,0.409833595,103.9660212,18.03902119,2.141263049,9.097965897,2.019976951,2.016933773,0.049167856,7.414148596,5.196146959,2.013890595,28.51433459
23-05-2020,0.506727563,117.5949477,18.59183989,2.508796609,9.290539147,2.05733765,2.072595232,0.087378835,7.457165174,5.583923863,2.087852814,28.42084652
24-05-2020,0.517844056,119.2156046,18.6297355,2.533038954,9.311546459,2.060374722,2.076767816,0.091273879,7.465909292,5.556104147,2.093160911,23.39719279
25-05-2020,0.551358859,123.9725828,18.80177127,2.646699219,9.377339766,2.072358898,2.094357737,0.104123465,7.48364999,5.014781283,2.116356576,28.88313919
26-05-2020,0.457899535,110.9537218,18.21172118,2.252293696,9.189174559,2.033541626,2.035742278,0.066178784,7.450637009,3.862048743,2.037942931,27.67589554
27-05-2020,0.461262935,111.4905613,18.20237503,2.245015884,9.194644908,2.033442069,2.035200303,0.066958741,7.456387793,2,2.036958537,27.43936295
28-05-2020,0.560978643,125.5172238,18.77091906,2.622990269,9.392810359,2.071872491,2.092450321,0.10627534,7.500712872,4.1,2.113028152,27.61184223
29-05-2020,0.557381453,125.0805604,18.71937086,2.587562209,9.38434087,2.068967239,2.087693972,0.104262665,7.503744847,16,2.106420705,29.84376794
30-05-2020,0.562760104,125.9009748,18.72147173,2.587892897,9.393814298,2.069642245,2.08830527,0.105836382,7.510397889,0.5,2.106968296,29.67318829
31-05-2020,0.575311419,127.7260024,18.76641156,2.616775902,9.417624669,2.073176674,2.093203084,0.110275392,7.519949394,0,2.113229493,27.29998784
01-06-2020,0.531789326,121.7011731,18.47472292,2.421233259,9.329280226,2.054272539,2.064440551,0.092281438,7.50709959,36.1,2.074608562,28.78185428
02-06-2020,0.585250497,129.2544004,18.76475488,2.613498005,9.434894692,2.074152951,2.093852458,0.113077363,7.533069795,0.5,2.113551964,27.17628626
03-06-2020,0.596182056,130.8538616,18.79943931,2.635525035,9.455442706,2.077013206,2.09773187,0.11685819,7.5420535,0,2.118450534,26.70374556
04-06-2020,0.553742513,124.9817276,18.51373642,2.443954822,9.36924168,2.058517156,2.069574688,0.099287499,7.529712742,11.26777053,2.08063222,27.56882726
05-06-2020,0.690719144,144.2281963,19.30437906,2.969942925,9.641866551,2.111780161,2.149054073,0.153480376,7.589161058,11.9,2.186327986,30.15414764
06-06-2020,0.629128718,135.675595,18.90347711,2.701562925,9.517351258,2.085609382,2.109380892,0.128243707,7.569203776,3,2.133152402,30.37749578
07-06-2020,0.553912499,125.2156795,18.42068744,2.378586393,9.365578719,2.053981779,2.061520706,0.097554174,7.543816015,6.1,2.069059633,29.37537444
08-06-2020,0.65437752,139.351414,18.99186158,2.758248022,9.565163401,2.092620622,2.119058546,0.13713477,7.588719196,0,2.145496469,30.2286354
09-06-2020,0.580917096,129.1378412,18.51936879,2.44212764,9.416892328,2.061683696,2.072231211,0.107143,7.564069246,0,2.082778727,29.65193419
10-06-2020,0.677133521,142.6792617,19.06483224,2.804641034,9.607970493,2.098612378,2.127200895,0.145019962,7.607305681,0,2.155789413,28.4217734
11-06-2020,0.703861545,146.4925193,19.19326985,2.889133823,9.660067796,2.10774103,2.140469265,0.155099736,7.622760994,0,2.1731975,30.07900029
12-06-2020,0.613072073,133.8535194,18.61651653,2.503496273,9.477126449,2.069858476,2.083219684,0.118170865,7.591222134,0,2.096580891,30.41494521
13-06-2020,0.710468945,147.5607785,19.16880479,2.870550399,9.670554533,2.107246718,2.138875278,0.156515068,7.634969221,0.309944701,2.170503838,30.73519064
14-06-2020,0.691150232,144.9280053,19.02073258,2.770695167,9.630548599,2.097945449,2.124495716,0.148171754,7.632040066,0.8,2.151045982,31.46208517
15-06-2020,0.719839905,149.0165345,19.16065325,2.862833153,9.686556993,2.107844723,2.138916205,0.159030695,7.648322836,0,2.169987687,30.85531651
16-06-2020,0.781814484,157.7650576,19.50023547,3.08807714,9.809133163,2.131055617,2.173303486,0.183202681,7.677926713,3.504346669,2.215551355,30.42907113
17-06-2020,0.682953154,143.9966389,18.8747639,2.669950576,9.610035881,2.089930271,2.111185898,0.14303957,7.643201945,5.1,2.132441525,31.48554234
18-06-2020,0.665790818,141.6661438,18.73945754,2.5785998,9.574335365,2.081483116,2.098085214,0.135555505,7.641161065,0,2.114687312,29.81456764
19-06-2020,0.667261868,141.9443654,18.71593231,2.5617691,9.575900804,2.080488376,2.096162898,0.135524428,7.646576401,0,2.111837419,28.61818865
20-06-2020,0.679209486,143.689328,18.75525691,2.586837943,9.598418972,2.083683794,2.100525691,0.139683794,7.656183794,0.783377094,2.117367589,29.78455546
21-06-2020,0.724407325,150.0893217,18.99408284,2.744907672,9.687437582,2.100179301,2.124838618,0.157143249,7.679091277,0.5,2.149497935,29.27526839
22-06-2020,0.753579972,154.2457669,19.1367672,2.838883362,9.744406216,2.110265201,2.139537261,0.168192811,7.695587251,0,2.168809321,29.49696365
23-06-2020,0.75861198,155.0224798,19.13462691,2.83630996,9.753094387,2.110695783,2.139753182,0.169586484,7.702424109,16.78977369,2.168810582,30.36434296
24-06-2020,0.794384327,160.102776,19.3169574,2.956718106,9.82326446,2.123423908,2.158415801,0.183276844,7.721552812,23.9,2.193407694,29.51401792
25-06-2020,0.761913198,155.6288999,19.08986537,2.804179258,9.756949212,2.108856518,2.136135657,0.169670546,7.713378405,3,2.163414795,30.30952134
26-06-2020,0.842165519,166.9361997,19.53916192,3.102567834,9.916082901,2.139380851,2.181493734,0.201154546,7.750286234,0,2.223606618,28.09661122
27-06-2020,0.76446702,156.1302566,19.04081099,2.76919346,9.759317396,2.106727668,2.132086301,0.169459318,7.724005165,1.856223402,2.157444933,31.15562251
28-06-2020,0.921902269,178.2428885,19.95332952,3.376401097,10.07282224,2.168131261,2.223764922,0.231818872,7.791767603,2.09521961,2.279398582,31.04497388
29-06-2020,0.825351601,164.7973212,19.34200902,2.967718762,9.878358497,2.127944229,2.163058623,0.192585523,7.757924265,1.361606014,2.198173017,29.94538605
30-06-2020,0.759362831,155.6302276,18.91414588,2.681344375,9.745022211,2.099986163,2.120696916,0.165578579,7.736292859,0.3,2.141407669,31.87135009
01-07-2020,0.351629785,127.0633439,18.86695896,2.648757526,10.26137001,2.097404821,2.116401564,0.2566272,7.686549068,0,2.135398307,32.29176116
