Date,Biochemical Oxygen Demand,Conductivity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Nitrate,pH,Temperature,Turbidity,Rainfall,Total Coliform,WQI
15-02-2020,2.95741924,342.9451544,10.00110399,2837.4739,41.81235516,1.66978382,8.91610153,22.29998921,12.78485053,9.9,5935.690211,60.08059729
16-02-2020,2.967986692,343.5792015,10.06690152,2859.565931,44.9797268,1.679394144,8.926190418,22.46468327,12.70943443,0,6186.090284,54.62375565
17-02-2020,3.041543847,347.9926308,10.51057535,3007.6126,46.47843566,1.752018941,8.999281394,23.51079971,12.72761387,0,6256.586556,39.35647567
18-02-2020,3.003600372,345.7160223,10.28518277,2932.632961,46.64382973,1.713168155,8.960884264,22.99546901,12.82172923,0,5775.994189,38.8645318
19-02-2020,2.89606246,339.2637476,9.642160293,2718.439133,40.68207464,1.604748247,8.852905354,21.50537317,12.7052654,0,5785.259263,61.62654264
20-02-2020,2.998277619,345.3966571,10.25759229,2923.725869,41.65527119,1.706106987,8.954692303,22.95137272,12.71129146,0.1,5918.145249,37.12194814
21-02-2020,2.960742835,343.1445701,10.03446006,2849.48689,37.14956338,1.667741615,8.916742225,22.44042105,12.36813336,0.1,6001.513381,47.69780322
22-02-2020,2.944139569,342.1483742,9.936851747,2817.084871,39.70181657,1.650333837,8.899736703,22.22205429,12.77423929,0.6,5829.043605,51.44437767
23-02-2020,3.006623992,345.8974395,10.31370377,2942.831913,44.93616199,1.712040063,8.961832027,23.11045464,12.66444058,0.6,6198.561068,38.16825666
24-02-2020,3.025711026,347.0426615,10.4301051,2981.757631,46.81319045,1.730375445,8.980543235,23.39082701,12.99118594,3.8,6007.296521,42.45954184
25-02-2020,3.018912848,346.6347709,10.39112825,2968.88616,38.19090708,1.722852385,8.973382617,23.30833798,12.46852886,3.8,5924.935937,42.05000678
26-02-2020,2.928643217,341.218593,9.85125521,2789.044797,40.04677096,1.631884855,8.882764036,22.05677639,12.28256959,6.2,5624.630376,49.4165217
27-02-2020,2.953466701,342.708002,10.00187288,2839.362474,41.67787551,1.656037628,8.907252165,22.41604257,12.75610493,6.2,5643.618795,39.28662749
28-02-2020,2.983882189,344.5329313,10.18597412,2900.836771,42.53324417,1.685809796,8.937345992,22.85311752,12.69053852,0.1,5958.158902,38.11695398
29-02-2020,3.01455692,346.3734152,10.37156186,2962.801974,39.20237598,1.715868785,8.967712852,23.29333923,12.40877104,0.1,5470.819865,44.46601168
01-03-2020,2.940351002,341.9210601,9.927796299,2814.978119,42.8445717,1.641074888,8.893212945,22.26474603,12.29421821,0,6095.456624,38.45750443
02-03-2020,2.953626656,342.7175994,10.00885033,2842.08947,40.09486616,1.653790498,8.906208577,22.46040595,12.89784658,0,5857.098046,34.96798284
03-03-2020,2.906263002,339.8757801,9.725998262,2747.894104,41.41983322,1.605894902,8.858578952,21.80662377,12.86388033,1.2,6533.357846,46.51003404
04-03-2020,2.900510215,339.5306129,9.692740742,2736.892211,43.05167457,1.599638433,8.852574324,21.73489918,12.07475247,1.2,6342.544887,46.76278589
05-03-2020,2.999758654,345.4855192,10.28941956,2935.864363,41.38456132,1.698411599,8.951585127,23.13269462,12.47228193,21.7,5841.107275,45.57942858
06-03-2020,3.025827556,347.0496533,10.44694978,2988.44889,40.0114645,1.724033777,8.977430667,23.5054769,12.88894729,21.7,5852.779262,51.03428427
07-03-2020,2.953369945,342.7021967,10.01324922,2843.951709,40.94998862,1.651158125,8.904764035,22.49838607,12.45358064,42.9,6070.027655,38.61669292
08-03-2020,3.006174007,345.8704404,10.33104668,2949.94907,40.97480562,1.703572952,8.95737348,23.24445456,12.44385909,42.9,6208.626609,48.8968497
09-03-2020,2.973178378,343.8907027,10.13397369,2884.318126,40.09382999,1.670217009,8.924197694,22.78882126,12.47912417,7.1,5537.68392,43.61137377
10-03-2020,2.922012374,340.8207425,9.827805884,2782.317404,40.39434629,1.618719719,8.872866047,22.07829471,12.30569914,7.1,5505.529993,35.02053157
11-03-2020,2.971582743,343.7949646,10.12598349,2881.760301,45.93646001,1.667987928,8.922285335,22.77756766,12.18363559,16.6,5736.131926,44.68064348
12-03-2020,3.029732431,347.2839458,10.47556398,2998.332621,42.79598244,1.725864672,8.980298551,23.59643981,12.73032368,16.6,5975.039324,55.88442049
13-03-2020,2.950430182,342.5258109,10.00035961,2839.97177,40.20241841,1.646318776,8.900874479,22.49047216,12.14696301,14.7,5956.03917,42.15775936
14-03-2020,3.02991797,347.2950782,10.47782204,2999.161626,43.15829472,1.725592286,8.980255128,23.60705107,12.5612548,14.7,6069.011654,57.20597339
15-03-2020,2.820236417,334.714185,9.22019483,2579.983365,40.04748842,1.515725886,8.770481151,20.67474413,12.6858816,1.7,5613.731511,56.52025488
16-03-2020,2.9919304,345.015824,10.25074712,2923.52669,44.5527849,1.68726451,8.942097455,23.08117867,12.21560166,1.7,5389.277051,51.55814605
17-03-2020,2.954873063,342.7923838,10.02871767,2849.537842,42.12975497,1.650081347,8.904977205,22.56457792,12.31879129,0.2,6023.164968,45.44066614
18-03-2020,2.935329704,341.6197822,9.91169815,2810.547379,40.68929641,1.630441732,8.885385718,22.29265535,12.74459634,0.2,5685.200959,42.48548645
19-03-2020,2.954701469,342.7820881,10.02809538,2849.357565,42.34768797,1.649746841,8.904724155,22.56502655,12.60737235,4.8,5446.642717,46.57223227
20-03-2020,2.85064239,336.5385434,9.403833502,2641.276445,36.28820496,1.545650724,8.800646557,21.10884761,12.37668871,4.8,5879.075255,39.31216265
21-03-2020,2.939018721,341.8411232,9.934110009,2818.036515,37.6197902,1.634019647,8.889019184,22.34624588,12.74046601,0.2,6008.642083,44.83923069
22-03-2020,2.967913503,343.5748102,10.10742314,2875.803856,37.42053996,1.662936653,8.917925078,22.75038392,12.74171227,0.2,5825.762197,50.6124786
23-03-2020,3.024082199,346.944932,10.4443057,2988.0894,41.43632917,1.719157198,8.974119699,23.53583831,12.55512302,5.9,5758.992814,61.31656704
24-03-2020,2.924477634,340.968658,9.846474658,2788.79881,46.21319079,1.619634092,8.874555863,22.13994886,12.32270597,5.9,5819.300988,43.76684362
25-03-2020,2.910244077,340.1146446,9.760795703,2760.22065,47.72065071,1.605511579,8.860377828,21.93873578,12.42199156,1.4,5777.889718,41.68003857
26-03-2020,2.925932399,341.0559439,9.854574142,2791.456697,42.95496334,1.621340499,8.876136449,22.15591183,12.56441911,1.4,5583.451331,45.00367084
27-03-2020,2.997215629,345.3329377,10.28184825,2933.853049,42.56035436,1.692793838,8.947504734,23.15090015,12.4723997,0,5711.400434,58.39184421
28-03-2020,2.968382003,343.6029202,10.10834757,2875.986227,35.6746047,1.664159782,8.918770893,22.74373691,12.70140257,0,5960.089324,53.61554098
29-03-2020,2.926028866,341.061732,9.85365632,2791.050982,39.47265365,1.622035617,8.876532241,22.14678599,12.21166332,3.5,5921.886337,46.37380131
30-03-2020,2.978826011,344.2295607,10.16979343,2896.386966,38.76315432,1.675091067,8.929458539,22.88142568,12.22328577,3.5,5893.099879,56.36716878
31-03-2020,2.958735423,343.0241254,10.04853099,2855.918228,39.29271904,1.655288042,8.909511732,22.59512511,12.56334504,8.6,5662.614941,53.13202099
01-04-2020,3.003105632,345.6863379,10.31396041,2944.341911,40.68250384,1.699974985,8.954040308,23.21076517,12.43440479,8.6,5827.719515,58.65337503
02-04-2020,2.92043526,340.7261156,9.817073645,2778.655354,39.80524485,1.617650426,8.871542843,22.04732824,12.41335568,0.1,5431.200735,44.0021097
03-04-2020,2.940091779,341.9055067,9.934075787,2817.593603,35.32109602,1.637681733,8.891386756,22.3159607,12.19171286,0.1,5905.119991,47.88667206
04-04-2020,2.937878612,341.7727167,9.919787652,2812.763616,43.54309155,1.63587222,8.889375416,22.27791243,12.55629731,0.9,6158.2236,47.79145402
05-04-2020,2.885389268,338.6233561,9.603770593,2707.35253,38.12437155,1.583815274,8.837102271,21.53549465,12.54940409,0.9,5580.86862,38.56657152
06-04-2020,2.974523568,343.9714141,10.13742385,2885.160114,42.10644275,1.673410589,8.926467079,22.77530707,12.69871867,5.5,5761.967127,55.00132621
07-04-2020,2.973994057,343.9396434,10.13302305,2883.611597,47.65989974,1.673370574,8.926182316,22.75932774,12.59037028,5.5,5948.645236,55.16569121
08-04-2020,2.962491544,343.2494926,10.06271339,2860.088739,38.73128106,1.662385892,8.914938718,22.58923052,12.55913028,5,6137.27614,53.32539248
09-04-2020,2.951871546,342.6122928,9.997628376,2838.302732,33.95317356,1.652311908,8.904591727,22.43099533,12.83060645,5,5801.157786,51.62963625
10-04-2020,2.894267448,339.1560469,9.650568705,2722.520503,40.74342675,1.595281843,8.847274646,21.61449238,12.34275844,0,5756.657891,41.40064816
11-04-2020,2.945508427,342.2305056,9.956509867,2824.400576,44.96450662,1.647124704,8.898816565,22.32133312,12.72306269,0,5505.83745,50.88853022
12-04-2020,2.950978853,342.5587312,9.987758541,2834.711875,47.59962553,1.653224685,8.904601769,22.38690189,12.29257262,1,5925.031363,52.0630617
13-04-2020,2.929643315,341.2785989,9.85810271,2791.383758,38.10163834,1.632546186,8.88359475,22.07670616,12.47062787,1,6317.686742,48.36226537
14-04-2020,2.963403717,343.304223,10.0589543,2858.220234,43.34881779,1.666990919,8.917697318,22.53737602,12.40774459,0,5969.875701,54.63403262
15-04-2020,2.99344909,345.1069454,10.23744799,2917.599561,40.5339305,1.697747708,8.948098399,22.94556143,12.81911433,0,5915.283845,60.21651757
16-04-2020,3.069401578,349.6640947,10.69131718,3068.766242,41.68584624,1.774438491,9.024420034,23.99597611,12.66256393,16.3,5989.69331,66.8626748
17-04-2020,2.985733554,344.6440132,10.18739666,2900.665243,50.01321658,1.691535419,8.941134487,22.81123711,12.68633199,16.3,5928.795589,59.04141607
18-04-2020,2.991860642,345.0116385,10.22218073,2912.128035,37.65041392,1.698453891,8.947657267,22.88316713,12.48153526,30.8,5774.346493,60.24018831
19-04-2020,2.977304778,344.1382867,10.13280159,2882.198726,43.00230193,1.684715607,8.933510193,22.66507737,12.65725082,30.8,6107.737204,57.67344272
20-04-2020,2.887197351,338.731841,9.590048192,2701.140337,43.72851597,1.595451715,8.843824533,21.38881153,12.57925832,28.6,5994.560039,41.39406475
21-04-2020,2.983983317,344.538999,10.16859089,2893.843029,45.66971939,1.693106921,8.941045119,22.72860336,12.82385408,28.6,5959.449682,58.98050546
22-04-2020,2.990557238,344.9334343,10.2057977,2906.096184,42.79577855,1.700575528,8.948066383,22.80498124,12.56460186,5.2,5767.563976,60.19649648
23-04-2020,3.113007504,352.2804503,10.93819963,3150.076849,43.51796756,1.823945664,9.070976584,24.50318727,13.04487666,5.2,6230.237782,67.15075434
24-04-2020,2.982589295,344.4553577,10.15332843,2888.295653,41.51334803,1.694472233,8.941030764,22.66079873,12.46033531,2.2,6109.562579,58.75248018
25-04-2020,3.009708229,346.0824937,10.31361851,2941.564113,43.59261529,1.722560573,8.968634401,23.02349917,12.65111207,2.2,5873.308418,63.64513023
26-04-2020,2.995379647,345.2227788,10.22516265,2911.913199,41.85503258,1.709225741,8.954802694,22.80550841,13.16524675,12.7,6191.710676,61.0078187
27-04-2020,2.941225826,341.9735496,9.897695228,2802.587761,44.85110479,1.656089717,8.901157772,22.02954347,12.76059035,12.7,5899.465016,51.13465885
28-04-2020,3.059404727,349.0642836,10.60416477,3037.904019,41.98171242,1.775310161,9.019857444,23.66582107,12.60286937,15.4,5850.390059,67.07183164
29-04-2020,3.042522689,348.0513613,10.5002101,3003.074963,44.32834267,1.759493104,9.003507896,23.41083538,12.92829657,15.4,5862.837488,66.8645827
30-04-2020,3.047197891,348.3318734,10.52554105,3011.337264,43.21806329,1.765256408,9.008727149,23.45724642,12.8084456,1,5668.725169,66.94459247
01-05-2020,2.964954175,343.3972505,10.0293015,2845.738931,46.79509267,1.684123594,8.927038885,22.28639362,12.75579078,1,6125.57912,55.05457421
02-05-2020,3.083396694,350.5038016,10.73712318,3081.490596,43.37609795,1.803699485,9.046048089,23.92475486,12.72362468,7.4,5673.541959,67.14574639
03-05-2020,2.946053191,342.2631915,9.910173402,2805.648085,38.32673237,1.667511489,8.90928234,21.98172447,13.51669493,7.4,5802.748467,51.34204245
04-05-2020,3.048431845,348.4059107,10.52150208,3009.228094,47.54932412,1.771067441,9.012249643,23.3944229,12.93331255,8.5,5642.149369,67.0153282
05-05-2020,3.131608626,353.3965175,11.01756591,3174.382914,41.16623687,1.855442963,9.096025795,24.53791985,12.61948744,8.5,6049.043595,67.15434304
06-05-2020,2.975608602,344.0365161,10.07851619,2861.163037,42.04411771,1.700662769,8.940635686,22.3325725,13.32468988,13.8,6045.342163,56.15320334
07-05-2020,2.999921922,345.4953153,10.22129472,2908.54912,42.34248845,1.726216645,8.965569283,22.65124925,13.16987184,13.8,6019.371182,60.34740238
08-05-2020,3.036371664,347.6822998,10.43684089,2980.187689,48.37887809,1.763927302,9.002649483,23.13947962,12.91643038,0.1,5885.651747,66.72628691
09-05-2020,3.009417563,346.0650538,10.27191403,2924.998587,37.97663118,1.738254101,8.976335832,22.73970646,12.9055156,0.1,5869.327286,61.59528161
10-05-2020,2.960309438,343.1185663,9.974014019,2825.481832,53.92694999,1.690446482,8.92787796,22.02943387,13.24959283,0.7,6206.401802,52.4326105
11-05-2020,3.044570074,348.1742044,10.47627852,2992.683377,47.81384742,1.776026843,9.012798458,23.18598756,13.08860981,0.7,6013.315388,66.99897114
12-05-2020,2.991373127,344.9823876,10.15375045,2884.950929,45.44924926,1.724168452,8.96027079,22.41780559,12.77622263,9.8,6196.736603,57.49851927
13-05-2020,3.071560404,349.7936242,10.63148164,3043.968495,44.7505493,1.805712717,9.04113656,23.51668018,13.54261347,9.8,5966.59261,67.14214111
14-05-2020,3.005347117,345.820827,10.23076437,2910.166902,45.90939535,1.740874448,8.975610782,22.56563133,13.12243021,6.9,6190.167533,59.40571938
15-05-2020,3.132296652,353.4377991,10.98897998,3162.673331,46.75536455,1.869216625,9.103256638,24.3185536,13.53271387,6.9,6425.055402,67.15271814
16-05-2020,3.019161896,346.6497138,10.30664682,2934.993968,47.26862919,1.757491721,8.990826808,22.70999462,13.51395892,9.4,6292.206843,61.22426997
17-05-2020,3.045788096,348.2472858,10.4628374,2986.819723,47.14246027,1.785544565,9.01816633,23.05779514,13.08303629,9.4,6103.190751,65.68618625
18-05-2020,3.106174568,351.8704741,10.8215487,3106.149653,45.88869033,1.847374051,9.079274309,23.877953,13.51512892,12.2,6247.935915,67.14710098
19-05-2020,3.007602882,345.9561729,10.2264712,2907.547325,45.17382867,1.750261322,8.981432102,22.47241767,13.20373418,12.2,6159.30526,57.98955981
20-05-2020,3.084205261,350.5523156,10.6823993,3059.277616,45.45947071,1.828338166,9.058771714,23.5190478,12.98648573,25.1,6220.072829,67.14244288
21-05-2020,3.14191325,354.014795,11.02492339,3173.204055,45.47751966,1.887535695,9.117224473,24.30089272,13.30097315,25.1,6164.546127,67.15260318
22-05-2020,2.999942378,345.4965427,10.16933773,2887.75814,49.61397189,1.747068994,8.976005686,22.28697752,13.49174328,15.2,6208.082579,55.33197118
23-05-2020,3.093344125,351.1006475,10.72595232,3073.043277,48.14516746,1.841989098,9.070166612,23.56803073,13.3462397,15.2,6294.755967,67.14300059
24-05-2020,3.100936804,351.5562083,10.76767816,3086.696543,37.69654068,1.85111387,9.078525337,23.64751661,13.40418898,0.8,6065.156254,67.14398226
25-05-2020,3.130897245,353.3538347,10.94357737,3145.07205,48.6399464,1.882619686,9.109258466,24.03991872,13.72135592,0.8,6072.24254,67.14902274
26-05-2020,3.033854064,347.5312438,10.35742278,2949.427488,47.41227256,1.787134704,9.012994384,22.6540457,13.54120999,0.7,6009.396287,59.5922752
27-05-2020,3.033605172,347.5163103,10.35200303,2947.359143,46.92899384,1.788456373,9.013530773,22.62307639,13.37873636,0.7,5978.829787,59.04123439
28-05-2020,3.129681227,353.2808736,10.92450321,3137.928794,45.97781058,1.886114886,9.110398056,23.94044814,13.7154951,0.4,6067.295907,67.14745342
29-05-2020,3.122418098,352.8450859,10.87693972,3121.80865,50.67509273,1.880445644,9.103931871,23.81087132,13.64251716,0.4,6354.599094,67.14564976
30-05-2020,3.124105612,352.9463367,10.8830527,3123.578836,50.30581816,1.883738,9.106421806,23.80641178,13.12674583,5.5,6156.185405,67.14546131
31-05-2020,3.132941686,353.4765011,10.93203084,3139.635661,45.306138,1.894189396,9.116065541,23.90184867,13.74500551,5.5,6449.580718,67.14655992
01-06-2020,3.085681348,350.6408809,10.64440551,3043.489663,49.00846024,1.848554382,9.069617865,23.21176079,13.76614383,15.2,6365.990503,65.69022731
02-06-2020,3.135382379,353.6229427,10.93852458,3141.25688,45.03581755,1.899890256,9.120136317,23.87896544,13.72041208,15.2,5977.608239,67.14593723
03-06-2020,3.142533015,354.0519809,10.9773187,3153.914274,43.97632118,1.908684772,9.128108894,23.95030647,13.92349586,5.5,6514.633292,67.14668401
04-06-2020,3.09629289,351.2775734,10.69574688,3059.781595,46.40026675,1.864097074,9.082694982,23.27402723,13.63959451,5.5,6558.191111,65.78818401
05-06-2020,3.229450402,359.2670241,11.49054073,3324.436133,51.03364747,1.998915072,9.216682737,25.10917389,13.87043169,26.7,6209.712494,67.16136284
06-06-2020,3.164023455,355.3414073,11.09380892,3191.914186,51.47264748,1.935156178,9.152089816,24.1640057,13.51893079,26.7,6505.033734,67.14884444
07-06-2020,3.084954447,350.5972668,10.61520706,3032.101045,50.32004113,1.857762296,9.073858371,23.0277249,13.94305543,6.7,6262.259218,61.941706
08-06-2020,3.181551555,356.3930933,11.19058546,3223.613561,51.12424236,1.956041105,9.17129633,24.35065465,14.28167906,6.7,6465.7057,67.15079719
09-06-2020,3.104209239,351.7525543,10.72231211,3067.241149,50.66626776,1.880386568,9.094797904,23.23832609,13.72163199,0.4,6205.930286,64.10023465
10-06-2020,3.196530944,357.2918566,11.27200895,3250.191203,47.36262377,1.97440163,9.187966287,24.50119622,13.79827657,0.4,6112.908851,67.15223077
11-06-2020,3.219352574,358.6611544,11.40469265,3294.13603,50.75267943,1.998921692,9.211637133,24.79097647,13.83795648,0,6407.704947,67.15572058
12-06-2020,3.124646191,352.9787715,10.83219684,3103.020259,52.02844085,1.905918314,9.117782252,23.43528453,14.03576179,0,6472.295132,65.60644583
13-06-2020,3.218116795,358.5870077,11.38875278,3288.254395,52.06079354,2.001095991,9.212106393,24.71399921,13.82702867,0.7,6430.308028,67.15412076
14-06-2020,3.194863622,357.1918173,11.24495716,3240.037414,53.53572314,1.979553452,9.189708537,24.35851868,14.15382151,0.7,6285.867615,67.14917805
15-06-2020,3.219611808,358.6767085,11.38916205,3287.820097,52.26526355,2.006015328,9.215313568,24.67500371,14.26892959,17.2,6455.546589,67.15296752
16-06-2020,3.277639042,362.1583425,11.73303486,3402.158328,51.36632035,2.0657588,9.274198921,25.45735084,14.2364652,17.2,6602.25713,67.16280733
17-06-2020,3.174825677,355.9895406,11.11185898,3194.813322,53.69425404,1.964663711,9.172244694,23.9878939,13.8059825,30.9,6552.306644,67.14333376
18-06-2020,3.153707789,354.7224673,10.98085214,3150.857739,50.57622011,1.945265628,9.151986708,23.66214686,14.38879571,30.9,6610.683997,66.39288791
19-06-2020,3.151220939,354.5732564,10.96162898,3144.163215,48.18224248,1.944499604,9.150360272,23.59721653,14.40735011,26.4,6453.066943,65.26304747
20-06-2020,3.159209486,355.0525691,11.00525691,3158.418972,50.51079911,1.954209486,9.159209486,23.6789328,14.41603227,26.4,6834.343583,65.8861774
21-06-2020,3.200448254,357.5268952,11.24838618,3239.175172,48.93742563,1.997169589,9.201308921,24.22615218,14.35469182,0.6,6377.67535,67.14491138
22-06-2020,3.225663002,359.0397801,11.39537261,3287.883842,49.31868129,2.024105163,9.227384082,24.5490442,14.35427568,0.6,6723.328268,67.14870439
23-06-2020,3.226739457,359.1043674,11.39753182,3288.316947,51.08264066,2.026901423,9.22932044,24.53401798,14.5468123,0,6875.092969,67.14808927
24-06-2020,3.258559769,361.0135861,11.58415801,3350.239296,49.31076451,2.060440012,9.26199989,24.94943252,14.75510694,0,6747.783439,67.15306447
25-06-2020,3.222141294,358.8284777,11.36135657,3275.686109,50.9357634,2.025737774,9.226439534,24.40953972,14.20983031,5.7,6623.968754,67.14559798
26-06-2020,3.298452128,363.4071277,11.81493734,3426.594087,46.35017297,2.103762298,9.303607213,25.44790182,14.64605305,5.7,6571.666864,67.15865806
27-06-2020,3.21681917,358.5091502,11.32086301,3261.617535,52.84196157,2.023839974,9.222829572,24.2751043,14.44312066,15.2,6897.373564,67.14293486
28-06-2020,3.370328151,367.7196891,12.23764922,3566.928426,52.37640415,2.179056029,9.37719209,26.39435627,14.46430324,15.2,6418.364094,67.1644927
29-06-2020,3.269860573,361.6916344,11.63058623,3364.290263,50.09182231,2.080291455,9.277576014,24.95800758,14.2127343,1.4,6521.706763,67.15086625
